yyyymm,mahalanobis,mahalanobis_sq,gaussian_logpdf
200410,1.5873694127858742,2.5197416526481713,35.96514922913969
200411,2.446251825181644,5.984147992204525,34.23294605936151
200412,2.0673923151511495,4.274110984746031,35.08796456309076
200501,1.668088698798376,2.7825199070588593,35.833760101934345
200502,1.7509151427058804,3.0657038369567537,35.692168136985394
200503,3.092701160769222,9.564800469823291,32.442619820552125
200504,1.5126015827692416,2.287963548196015,36.081038281365764
200505,2.296854556725526,5.275540854750811,34.587249628088365
200506,0.9424981445553486,0.8883027524902748,36.780868679218635
200507,1.5831568334719994,2.506385559369088,35.971827275779226
200508,1.5203258180279315,2.3113905929622995,36.069324758982624
200509,3.1741702797717783,10.075356964986451,32.187341572970546
200510,2.298700415808973,5.284023601640347,34.5830082546436
200511,3.9818668435399833,15.85526355968307,29.29738827562224
200512,1.5042936191116816,2.262899292500121,36.09357040921371
200601,3.155421666215918,9.95668589162484,32.24667710965135
200602,1.92904788070821,3.7212257260648367,35.36440719243136
200603,1.7999833411242239,3.2399400283247237,35.60505004130141
200604,2.197532889020037,4.829150798324751,34.8104446563014
200605,1.270527887145951,1.6142411120155549,36.417899499456
200606,1.017048898414142,1.0343884617654195,36.707825824581064
200607,0.9510069468021942,0.9044142128660314,36.77281294903076
200608,1.740292926797229,3.0286194710604653,35.71071031993354
200609,2.8932716947552044,8.371021099671653,33.03950950562795
200610,2.0473639428568546,4.1916991145103655,35.12917049820859
200611,1.7986933588062788,3.2352977990138125,35.60737115595687
200612,1.1232731583575506,1.2617425882865467,36.5941487613205
200701,0.9872765459680372,0.9747149782185778,36.73766256635449
200702,1.7387773027634692,3.023346508605405,35.71334680116107
200703,2.6488481153771994,7.016396338337342,33.7168218862951
200704,1.7200757858423739,2.95866070904126,35.745689700943146
200705,1.2405766322934635,1.5390303805925916,36.45550486516748
200706,1.4254753217477214,2.0319798929117696,36.20903010900789
200707,2.0331312970507804,4.133622871047389,35.158208619940076
200708,2.448865269627174,5.996941108786172,34.226549501070686
200709,1.4779782910356718,2.184419828772725,36.132810141077414
200710,1.7670626539265304,3.1225104229018728,35.66376484401284
200711,3.34265800002747,11.173362505147646,31.63833880288995
200712,4.753117406193194,22.59212507705672,25.928957516935412
200801,2.645380931935698,6.998040275048981,33.72599991793928
200802,2.7621440916388593,7.629439982975459,33.410300063976045
200803,3.7846090059329076,14.323265327788471,30.063387391569538
200804,2.201011644252467,4.844452258134949,34.8027939263963
200805,2.2604378522520134,5.109579283893694,34.670230413516926
200806,3.40637803995622,11.603411351095978,31.423314379915784
200807,1.6794212045407961,2.8204555822612587,35.81479226433314
200808,2.678277495237457,7.173170341495426,33.63843488471606
200809,4.2032954536601554,17.667692670760133,28.391173720083707
200810,11.234271919062035,126.20886555142579,-25.87941272024912
200811,4.475231339247949,20.027695539786986,27.211172285570278
200812,9.589513513973483,91.95876943468004,-8.754364661876245
