category,run_name,scenario,topk,loss,lambda,kappa,omega,mu_transform,best_val_metric,test_sharpe
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=37__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,37,utility,10.0,1.0,diagSigma,zscore,0.1358264564187266,1.2866817139858795
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=40__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,40,return,5.0,1.0,diagSigma,zscore,0.7925202106125653,0.922262544964284
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=40__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,40,sharpe,20.0,1.0,identity,zscore,2.258027210201677,1.174017507608748
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=40__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,40,utility,10.0,1.0,diagSigma,zscore,0.17740458867046982,0.8319004176566146
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=42__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,42,return,5.0,1.0,diagSigma,zscore,0.1660158601589501,0.9668728227321659
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=42__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,42,sharpe,20.0,1.0,identity,zscore,2.4985333256726965,1.1212500270465997
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=42__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,42,utility,10.0,1.0,diagSigma,zscore,0.12132899439893663,1.1559833544908977
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=47__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,47,return,5.0,1.0,diagSigma,zscore,-0.006246328353881836,0.8088229434129314
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=47__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,47,sharpe,20.0,1.0,identity,zscore,2.7708982137744558,0.9698573741480239
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=47__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,47,utility,10.0,1.0,diagSigma,zscore,0.057167083490639925,0.9719193082105444
